transaction_id,date,time,merchant_name,category,type,amount,payment_mode,upi_id,remarks
TXN00254,2025-05-15,9:22,Flipkart,Shopping,Debit,1220,UPI,karthik@upi,Auto generated transaction
TXN00255,2025-05-15,21:01,Zomato,Food,Debit,1470,UPI,karthik@upi,Auto generated transaction
TXN00256,2025-05-16,19:58,Swiggy,Food,Debit,1627,UPI,karthik@upi,Auto generated transaction
TXN00257,2025-05-16,14:49,Inox Movies,Entertainment,Debit,2139,UPI,karthik@upi,Auto generated transaction
TXN00258,2025-05-16,12:42,Swiggy,Food,Debit,1223,UPI,karthik@upi,Auto generated transaction
TXN00259,2025-05-17,8:04,Uber,Travel,Debit,40,UPI,karthik@upi,Auto generated transaction
TXN00260,2025-05-17,7:20,Zomato,Food,Debit,2079,UPI,karthik@upi,Auto generated transaction
TXN00261,2025-05-17,14:16,Cafe Coffee Day,Food,Debit,1451,UPI,karthik@upi,Auto generated transaction
TXN00262,2025-05-17,16:34,Uber,Travel,Debit,1656,UPI,karthik@upi,Auto generated transaction
TXN00263,2025-05-18,22:13,Swiggy,Food,Debit,2137,UPI,karthik@upi,Auto generated transaction
TXN00264,2025-05-18,15:53,Google Pay Rewards,Credit,Credit,6,UPI,karthik@upi,Auto generated transaction
TXN00265,2025-05-19,17:07,Cafe Coffee Day,Food,Debit,1172,UPI,karthik@upi,Auto generated transaction
TXN00266,2025-05-19,22:25,Flipkart,Shopping,Debit,1198,UPI,karthik@upi,Auto generated transaction
TXN00267,2025-05-20,8:54,Ola,Travel,Debit,2447,UPI,karthik@upi,Auto generated transaction
TXN00268,2025-05-20,17:49,Ola,Travel,Debit,1828,UPI,karthik@upi,Auto generated transaction
TXN00269,2025-05-20,8:38,Amazon,Shopping,Debit,2186,UPI,karthik@upi,Auto generated transaction
TXN00270,2025-05-21,20:28,HP Petrol Pump,Fuel,Debit,902,UPI,karthik@upi,Auto generated transaction
TXN00271,2025-05-21,15:50,Flipkart,Shopping,Debit,786,UPI,karthik@upi,Auto generated transaction
TXN00272,2025-05-21,19:32,HP Petrol Pump,Fuel,Debit,1983,UPI,karthik@upi,Auto generated transaction
TXN00273,2025-05-21,7:09,Flipkart,Shopping,Debit,55,UPI,karthik@upi,Auto generated transaction
TXN00274,2025-05-22,21:02,Ola,Travel,Debit,2145,UPI,karthik@upi,Auto generated transaction
TXN00275,2025-05-22,9:54,Blinkit,Grocery,Debit,740,UPI,karthik@upi,Auto generated transaction
TXN00276,2025-05-22,12:50,Blinkit,Grocery,Debit,1120,UPI,karthik@upi,Auto generated transaction
TXN00277,2025-05-23,9:55,Google Pay Rewards,Credit,Credit,69,UPI,karthik@upi,Auto generated transaction
TXN00278,2025-05-23,8:17,Google Pay Rewards,Credit,Credit,66,UPI,karthik@upi,Auto generated transaction
TXN00279,2025-05-24,15:14,Ola,Travel,Debit,2180,UPI,karthik@upi,Auto generated transaction
TXN00280,2025-05-24,11:06,HP Petrol Pump,Fuel,Debit,1046,UPI,karthik@upi,Auto generated transaction
TXN00281,2025-05-24,16:18,Uber,Travel,Debit,1507,UPI,karthik@upi,Auto generated transaction
TXN00282,2025-05-25,7:01,Amazon,Shopping,Debit,123,UPI,karthik@upi,Auto generated transaction
TXN00283,2025-05-25,10:22,Uber,Travel,Debit,2101,UPI,karthik@upi,Auto generated transaction
TXN00284,2025-05-25,9:15,Zomato,Food,Debit,977,UPI,karthik@upi,Auto generated transaction
TXN00285,2025-05-25,15:37,Zomato,Food,Debit,1409,UPI,karthik@upi,Auto generated transaction
TXN00286,2025-05-26,21:24,Inox Movies,Entertainment,Debit,1024,UPI,karthik@upi,Auto generated transaction
TXN00287,2025-05-26,16:10,HP Petrol Pump,Fuel,Debit,198,UPI,karthik@upi,Auto generated transaction
TXN00288,2025-05-27,20:10,Flipkart,Shopping,Debit,442,UPI,karthik@upi,Auto generated transaction
TXN00289,2025-05-27,22:15,Cafe Coffee Day,Food,Debit,409,UPI,karthik@upi,Auto generated transaction
TXN00290,2025-05-28,16:07,Ola,Travel,Debit,275,UPI,karthik@upi,Auto generated transaction
TXN00291,2025-05-28,21:38,Uber,Travel,Debit,1895,UPI,karthik@upi,Auto generated transaction
TXN00292,2025-05-28,23:02,Google Pay Rewards,Credit,Credit,68,UPI,karthik@upi,Auto generated transaction
TXN00293,2025-05-29,15:54,Uber,Travel,Debit,930,UPI,karthik@upi,Auto generated transaction
TXN00294,2025-05-29,8:12,Cafe Coffee Day,Food,Debit,1352,UPI,karthik@upi,Auto generated transaction
TXN00295,2025-05-29,9:35,Uber,Travel,Debit,1798,UPI,karthik@upi,Auto generated transaction
TXN00296,2025-05-30,16:27,Inox Movies,Entertainment,Debit,2393,UPI,karthik@upi,Auto generated transaction
TXN00297,2025-05-30,7:11,Uber,Travel,Debit,2227,UPI,karthik@upi,Auto generated transaction
TXN00298,2025-05-30,9:05,Uber,Travel,Debit,1552,UPI,karthik@upi,Auto generated transaction
TXN00299,2025-05-30,9:37,Uber,Travel,Debit,510,UPI,karthik@upi,Auto generated transaction
TXN00300,2025-05-31,9:51,Blinkit,Grocery,Debit,2281,UPI,karthik@upi,Auto generated transaction
TXN00301,2025-05-31,11:28,Hyderabad Metro,Travel,Debit,913,UPI,karthik@upi,Auto generated transaction
TXN00302,2025-05-31,21:15,Flipkart,Shopping,Debit,704,UPI,karthik@upi,Auto generated transaction
TXN00303,2025-06-01,21:16,Blinkit,Grocery,Debit,1591,UPI,karthik@upi,Auto generated transaction
TXN00304,2025-06-01,9:34,Flipkart,Shopping,Debit,2448,UPI,karthik@upi,Auto generated transaction
TXN00305,2025-06-01,13:25,HP Petrol Pump,Fuel,Debit,593,UPI,karthik@upi,Auto generated transaction
TXN00306,2025-06-02,18:43,DMart,Grocery,Debit,92,UPI,karthik@upi,Auto generated transaction
TXN00307,2025-06-02,19:25,Zomato,Food,Debit,1949,UPI,karthik@upi,Auto generated transaction
TXN00308,2025-06-02,22:16,Google Pay Rewards,Credit,Credit,36,UPI,karthik@upi,Auto generated transaction
TXN00309,2025-06-02,7:16,Zomato,Food,Debit,251,UPI,karthik@upi,Auto generated transaction
TXN00310,2025-06-03,21:00,Ola,Travel,Debit,963,UPI,karthik@upi,Auto generated transaction
TXN00311,2025-06-03,12:05,Blinkit,Grocery,Debit,308,UPI,karthik@upi,Auto generated transaction
TXN00312,2025-06-03,11:11,Ola,Travel,Debit,1510,UPI,karthik@upi,Auto generated transaction
TXN00313,2025-06-04,16:27,Uber,Travel,Debit,1525,UPI,karthik@upi,Auto generated transaction
TXN00314,2025-06-04,7:41,Swiggy,Food,Debit,123,UPI,karthik@upi,Auto generated transaction
TXN00315,2025-06-05,9:47,Amazon,Shopping,Debit,586,UPI,karthik@upi,Auto generated transaction
TXN00316,2025-06-05,21:42,Inox Movies,Entertainment,Debit,2234,UPI,karthik@upi,Auto generated transaction
TXN00317,2025-06-05,17:27,HP Petrol Pump,Fuel,Debit,2311,UPI,karthik@upi,Auto generated transaction
TXN00318,2025-06-06,11:50,Flipkart,Shopping,Debit,479,UPI,karthik@upi,Auto generated transaction
TXN00319,2025-06-06,14:52,Ola,Travel,Debit,1308,UPI,karthik@upi,Auto generated transaction
TXN00320,2025-06-07,19:24,Hyderabad Metro,Travel,Debit,1197,UPI,karthik@upi,Auto generated transaction
TXN00321,2025-06-07,10:27,Inox Movies,Entertainment,Debit,1465,UPI,karthik@upi,Auto generated transaction
TXN00322,2025-06-07,21:42,Swiggy,Food,Debit,1962,UPI,karthik@upi,Auto generated transaction
TXN00323,2025-06-08,22:41,Blinkit,Grocery,Debit,1590,UPI,karthik@upi,Auto generated transaction
TXN00324,2025-06-08,19:14,Ola,Travel,Debit,404,UPI,karthik@upi,Auto generated transaction
TXN00325,2025-06-08,18:57,Cafe Coffee Day,Food,Debit,657,UPI,karthik@upi,Auto generated transaction
TXN00326,2025-06-08,8:32,Uber,Travel,Debit,749,UPI,karthik@upi,Auto generated transaction
TXN00327,2025-06-09,8:38,DMart,Grocery,Debit,1138,UPI,karthik@upi,Auto generated transaction
TXN00328,2025-06-09,10:58,DMart,Grocery,Debit,1939,UPI,karthik@upi,Auto generated transaction
TXN00329,2025-06-09,10:22,HP Petrol Pump,Fuel,Debit,1289,UPI,karthik@upi,Auto generated transaction
TXN00330,2025-06-09,20:17,Hyderabad Metro,Travel,Debit,1302,UPI,karthik@upi,Auto generated transaction
TXN00331,2025-06-10,9:20,Cafe Coffee Day,Food,Debit,1274,UPI,karthik@upi,Auto generated transaction
TXN00332,2025-06-10,22:44,Cafe Coffee Day,Food,Debit,211,UPI,karthik@upi,Auto generated transaction
TXN00333,2025-06-11,9:13,Cafe Coffee Day,Food,Debit,299,UPI,karthik@upi,Auto generated transaction
TXN00334,2025-06-11,22:31,Swiggy,Food,Debit,864,UPI,karthik@upi,Auto generated transaction
TXN00335,2025-06-12,10:29,Blinkit,Grocery,Debit,350,UPI,karthik@upi,Auto generated transaction
TXN00336,2025-06-12,11:07,HP Petrol Pump,Fuel,Debit,845,UPI,karthik@upi,Auto generated transaction
TXN00337,2025-06-13,23:35,Uber,Travel,Debit,1828,UPI,karthik@upi,Auto generated transaction
TXN00338,2025-06-13,11:21,Blinkit,Grocery,Debit,1304,UPI,karthik@upi,Auto generated transaction
TXN00339,2025-06-14,8:01,Google Pay Rewards,Credit,Credit,10,UPI,karthik@upi,Auto generated transaction
TXN00340,2025-06-14,16:05,Hyderabad Metro,Travel,Debit,712,UPI,karthik@upi,Auto generated transaction
TXN00341,2025-06-14,10:48,Cafe Coffee Day,Food,Debit,1863,UPI,karthik@upi,Auto generated transaction
TXN00342,2025-06-14,8:22,Swiggy,Food,Debit,1753,UPI,karthik@upi,Auto generated transaction
TXN00343,2025-06-15,16:54,Swiggy,Food,Debit,1852,UPI,karthik@upi,Auto generated transaction
TXN00344,2025-06-15,17:58,HP Petrol Pump,Fuel,Debit,1881,UPI,karthik@upi,Auto generated transaction
TXN00345,2025-06-16,11:01,DMart,Grocery,Debit,2314,UPI,karthik@upi,Auto generated transaction
TXN00346,2025-06-16,15:41,HP Petrol Pump,Fuel,Debit,746,UPI,karthik@upi,Auto generated transaction
TXN00347,2025-06-16,9:52,Swiggy,Food,Debit,1536,UPI,karthik@upi,Auto generated transaction
TXN00348,2025-06-17,12:52,Ola,Travel,Debit,2088,UPI,karthik@upi,Auto generated transaction
TXN00349,2025-06-17,23:36,Google Pay Rewards,Credit,Credit,58,UPI,karthik@upi,Auto generated transaction
TXN00350,2025-06-17,12:02,Flipkart,Shopping,Debit,377,UPI,karthik@upi,Auto generated transaction
TXN00351,2025-06-17,20:30,Flipkart,Shopping,Debit,842,UPI,karthik@upi,Auto generated transaction
TXN00352,2025-06-18,16:47,Cafe Coffee Day,Food,Debit,493,UPI,karthik@upi,Auto generated transaction
TXN00353,2025-06-18,12:08,Ola,Travel,Debit,1699,UPI,karthik@upi,Auto generated transaction
TXN00354,2025-06-18,18:42,Inox Movies,Entertainment,Debit,1343,UPI,karthik@upi,Auto generated transaction
TXN00355,2025-06-19,22:09,Inox Movies,Entertainment,Debit,1716,UPI,karthik@upi,Auto generated transaction
TXN00356,2025-06-19,19:54,Zomato,Food,Debit,1407,UPI,karthik@upi,Auto generated transaction
TXN00357,2025-06-20,12:47,HP Petrol Pump,Fuel,Debit,1534,UPI,karthik@upi,Auto generated transaction
TXN00358,2025-06-20,10:45,Swiggy,Food,Debit,1251,UPI,karthik@upi,Auto generated transaction
TXN00359,2025-06-20,15:57,HP Petrol Pump,Fuel,Debit,1233,UPI,karthik@upi,Auto generated transaction
TXN00360,2025-06-20,12:06,Google Pay Rewards,Credit,Credit,16,UPI,karthik@upi,Auto generated transaction
TXN00361,2025-06-21,18:16,Google Pay Rewards,Credit,Credit,58,UPI,karthik@upi,Auto generated transaction
TXN00362,2025-06-21,15:34,Uber,Travel,Debit,309,UPI,karthik@upi,Auto generated transaction
TXN00363,2025-06-22,14:27,Flipkart,Shopping,Debit,622,UPI,karthik@upi,Auto generated transaction
TXN00364,2025-06-22,22:12,Uber,Travel,Debit,1843,UPI,karthik@upi,Auto generated transaction
TXN00365,2025-06-23,21:15,Blinkit,Grocery,Debit,2176,UPI,karthik@upi,Auto generated transaction
TXN00366,2025-06-23,16:57,Uber,Travel,Debit,527,UPI,karthik@upi,Auto generated transaction
TXN00367,2025-06-23,17:58,Uber,Travel,Debit,1185,UPI,karthik@upi,Auto generated transaction
TXN00368,2025-06-24,14:39,Flipkart,Shopping,Debit,1517,UPI,karthik@upi,Auto generated transaction
TXN00369,2025-06-24,20:57,Hyderabad Metro,Travel,Debit,584,UPI,karthik@upi,Auto generated transaction
TXN00370,2025-06-24,20:46,Cafe Coffee Day,Food,Debit,937,UPI,karthik@upi,Auto generated transaction
TXN00371,2025-06-24,21:51,Zomato,Food,Debit,49,UPI,karthik@upi,Auto generated transaction
TXN00372,2025-06-25,7:14,Cafe Coffee Day,Food,Debit,114,UPI,karthik@upi,Auto generated transaction
TXN00373,2025-06-25,8:50,Zomato,Food,Debit,1313,UPI,karthik@upi,Auto generated transaction
TXN00374,2025-06-26,8:38,HP Petrol Pump,Fuel,Debit,1874,UPI,karthik@upi,Auto generated transaction
TXN00375,2025-06-26,10:56,Flipkart,Shopping,Debit,673,UPI,karthik@upi,Auto generated transaction
TXN00376,2025-06-26,10:23,Uber,Travel,Debit,1249,UPI,karthik@upi,Auto generated transaction
TXN00377,2025-06-26,16:58,Amazon,Shopping,Debit,1901,UPI,karthik@upi,Auto generated transaction
TXN00378,2025-06-27,14:10,Inox Movies,Entertainment,Debit,20,UPI,karthik@upi,Auto generated transaction
TXN00379,2025-06-27,15:25,Zomato,Food,Debit,605,UPI,karthik@upi,Auto generated transaction
TXN00380,2025-06-27,14:11,HP Petrol Pump,Fuel,Debit,1130,UPI,karthik@upi,Auto generated transaction
TXN00381,2025-06-27,7:43,Flipkart,Shopping,Debit,2457,UPI,karthik@upi,Auto generated transaction
TXN00382,2025-06-28,21:52,Blinkit,Grocery,Debit,1303,UPI,karthik@upi,Auto generated transaction
TXN00383,2025-06-28,21:09,DMart,Grocery,Debit,676,UPI,karthik@upi,Auto generated transaction
TXN00384,2025-06-29,13:23,Blinkit,Grocery,Debit,1970,UPI,karthik@upi,Auto generated transaction
TXN00385,2025-06-29,11:58,Ola,Travel,Debit,1151,UPI,karthik@upi,Auto generated transaction
TXN00386,2025-06-29,15:56,Uber,Travel,Debit,864,UPI,karthik@upi,Auto generated transaction
TXN00387,2025-06-29,16:16,Swiggy,Food,Debit,1510,UPI,karthik@upi,Auto generated transaction
TXN00388,2025-06-30,17:41,Google Pay Rewards,Credit,Credit,6,UPI,karthik@upi,Auto generated transaction
TXN00389,2025-06-30,15:13,Google Pay Rewards,Credit,Credit,24,UPI,karthik@upi,Auto generated transaction
TXN00390,2025-07-01,13:25,Zomato,Food,Debit,2329,UPI,karthik@upi,Auto generated transaction
TXN00391,2025-07-01,18:37,Swiggy,Food,Debit,290,UPI,karthik@upi,Auto generated transaction
TXN00392,2025-07-02,11:16,DMart,Grocery,Debit,1937,UPI,karthik@upi,Auto generated transaction
TXN00393,2025-07-02,7:55,DMart,Grocery,Debit,85,UPI,karthik@upi,Auto generated transaction
TXN00394,2025-07-02,19:22,Amazon,Shopping,Debit,1579,UPI,karthik@upi,Auto generated transaction
TXN00395,2025-07-03,20:09,Inox Movies,Entertainment,Debit,1090,UPI,karthik@upi,Auto generated transaction
TXN00396,2025-07-03,15:15,Cafe Coffee Day,Food,Debit,2069,UPI,karthik@upi,Auto generated transaction
TXN00397,2025-07-04,23:06,Flipkart,Shopping,Debit,1350,UPI,karthik@upi,Auto generated transaction
TXN00398,2025-07-04,7:04,Google Pay Rewards,Credit,Credit,15,UPI,karthik@upi,Auto generated transaction
TXN00399,2025-07-04,20:11,Flipkart,Shopping,Debit,2080,UPI,karthik@upi,Auto generated transaction
TXN00400,2025-07-05,7:20,DMart,Grocery,Debit,1473,UPI,karthik@upi,Auto generated transaction
TXN00401,2025-07-05,22:18,Ola,Travel,Debit,1498,UPI,karthik@upi,Auto generated transaction
TXN00402,2025-07-05,10:59,Blinkit,Grocery,Debit,1688,UPI,karthik@upi,Auto generated transaction
TXN00403,2025-07-05,22:27,Hyderabad Metro,Travel,Debit,1128,UPI,karthik@upi,Auto generated transaction
TXN00404,2025-07-06,7:37,Ola,Travel,Debit,507,UPI,karthik@upi,Auto generated transaction
TXN00405,2025-07-06,10:51,Amazon,Shopping,Debit,1368,UPI,karthik@upi,Auto generated transaction
TXN00406,2025-07-06,12:57,Flipkart,Shopping,Debit,1820,UPI,karthik@upi,Auto generated transaction
TXN00407,2025-07-07,15:22,Google Pay Rewards,Credit,Credit,69,UPI,karthik@upi,Auto generated transaction
TXN00408,2025-07-07,14:35,Inox Movies,Entertainment,Debit,761,UPI,karthik@upi,Auto generated transaction
TXN00409,2025-07-07,23:29,Cafe Coffee Day,Food,Debit,2418,UPI,karthik@upi,Auto generated transaction
TXN00410,2025-07-08,10:50,Ola,Travel,Debit,934,UPI,karthik@upi,Auto generated transaction
TXN00411,2025-07-08,17:49,Swiggy,Food,Debit,1450,UPI,karthik@upi,Auto generated transaction
TXN00412,2025-07-08,13:02,Inox Movies,Entertainment,Debit,2226,UPI,karthik@upi,Auto generated transaction
TXN00413,2025-07-08,21:02,Ola,Travel,Debit,1506,UPI,karthik@upi,Auto generated transaction
TXN00414,2025-07-09,19:12,DMart,Grocery,Debit,1871,UPI,karthik@upi,Auto generated transaction
TXN00415,2025-07-09,10:11,Google Pay Rewards,Credit,Credit,49,UPI,karthik@upi,Auto generated transaction
TXN00416,2025-07-10,14:48,Zomato,Food,Debit,557,UPI,karthik@upi,Auto generated transaction
TXN00417,2025-07-10,17:11,Hyderabad Metro,Travel,Debit,2401,UPI,karthik@upi,Auto generated transaction
TXN00418,2025-07-10,10:22,Ola,Travel,Debit,278,UPI,karthik@upi,Auto generated transaction
TXN00419,2025-07-10,17:24,Flipkart,Shopping,Debit,2464,UPI,karthik@upi,Auto generated transaction
TXN00420,2025-07-11,11:59,Flipkart,Shopping,Debit,1349,UPI,karthik@upi,Auto generated transaction
TXN00421,2025-07-11,21:07,Hyderabad Metro,Travel,Debit,471,UPI,karthik@upi,Auto generated transaction
TXN00422,2025-07-11,16:52,Swiggy,Food,Debit,912,UPI,karthik@upi,Auto generated transaction
TXN00423,2025-07-12,14:14,Zomato,Food,Debit,1105,UPI,karthik@upi,Auto generated transaction
TXN00424,2025-07-12,11:48,Flipkart,Shopping,Debit,545,UPI,karthik@upi,Auto generated transaction
TXN00425,2025-07-13,12:02,HP Petrol Pump,Fuel,Debit,471,UPI,karthik@upi,Auto generated transaction
TXN00426,2025-07-13,22:13,HP Petrol Pump,Fuel,Debit,1892,UPI,karthik@upi,Auto generated transaction
TXN00427,2025-07-14,18:31,Zomato,Food,Debit,1331,UPI,karthik@upi,Auto generated transaction
TXN00428,2025-07-14,16:12,Swiggy,Food,Debit,2177,UPI,karthik@upi,Auto generated transaction
TXN00429,2025-07-15,21:05,Hyderabad Metro,Travel,Debit,2086,UPI,karthik@upi,Auto generated transaction
TXN00430,2025-07-15,23:21,Blinkit,Grocery,Debit,847,UPI,karthik@upi,Auto generated transaction
TXN00431,2025-07-16,20:53,Amazon,Shopping,Debit,1978,UPI,karthik@upi,Auto generated transaction
TXN00432,2025-07-16,11:09,Inox Movies,Entertainment,Debit,2489,UPI,karthik@upi,Auto generated transaction
TXN00433,2025-07-16,22:12,Hyderabad Metro,Travel,Debit,1612,UPI,karthik@upi,Auto generated transaction
TXN00434,2025-07-17,19:13,Uber,Travel,Debit,20,UPI,karthik@upi,Auto generated transaction
TXN00435,2025-07-17,9:06,Flipkart,Shopping,Debit,161,UPI,karthik@upi,Auto generated transaction
TXN00436,2025-07-17,15:10,Amazon,Shopping,Debit,1353,UPI,karthik@upi,Auto generated transaction
TXN00437,2025-07-17,22:16,Google Pay Rewards,Credit,Credit,18,UPI,karthik@upi,Auto generated transaction
TXN00438,2025-07-18,17:58,HP Petrol Pump,Fuel,Debit,838,UPI,karthik@upi,Auto generated transaction
TXN00439,2025-07-18,10:57,Blinkit,Grocery,Debit,1923,UPI,karthik@upi,Auto generated transaction
TXN00440,2025-07-18,14:16,Zomato,Food,Debit,2195,UPI,karthik@upi,Auto generated transaction
TXN00441,2025-07-19,10:36,Cafe Coffee Day,Food,Debit,2322,UPI,karthik@upi,Auto generated transaction
TXN00442,2025-07-19,20:57,Ola,Travel,Debit,817,UPI,karthik@upi,Auto generated transaction
TXN00443,2025-07-20,18:50,Swiggy,Food,Debit,1202,UPI,karthik@upi,Auto generated transaction
TXN00444,2025-07-20,18:58,Swiggy,Food,Debit,1071,UPI,karthik@upi,Auto generated transaction
TXN00445,2025-07-21,19:53,Ola,Travel,Debit,184,UPI,karthik@upi,Auto generated transaction
TXN00446,2025-07-21,17:18,HP Petrol Pump,Fuel,Debit,1842,UPI,karthik@upi,Auto generated transaction
TXN00447,2025-07-21,13:53,Blinkit,Grocery,Debit,2069,UPI,karthik@upi,Auto generated transaction
TXN00448,2025-07-21,14:03,Google Pay Rewards,Credit,Credit,52,UPI,karthik@upi,Auto generated transaction
TXN00449,2025-07-22,19:26,Blinkit,Grocery,Debit,714,UPI,karthik@upi,Auto generated transaction
TXN00450,2025-07-22,9:58,HP Petrol Pump,Fuel,Debit,955,UPI,karthik@upi,Auto generated transaction
TXN00451,2025-07-22,11:26,HP Petrol Pump,Fuel,Debit,1530,UPI,karthik@upi,Auto generated transaction
TXN00452,2025-07-23,7:57,Flipkart,Shopping,Debit,1884,UPI,karthik@upi,Auto generated transaction
TXN00453,2025-07-23,12:41,Flipkart,Shopping,Debit,2311,UPI,karthik@upi,Auto generated transaction
TXN00454,2025-07-23,14:31,DMart,Grocery,Debit,1221,UPI,karthik@upi,Auto generated transaction
TXN00455,2025-07-23,16:40,Ola,Travel,Debit,1804,UPI,karthik@upi,Auto generated transaction
TXN00456,2025-07-24,22:29,Amazon,Shopping,Debit,468,UPI,karthik@upi,Auto generated transaction
TXN00457,2025-07-24,14:14,Flipkart,Shopping,Debit,2224,UPI,karthik@upi,Auto generated transaction
TXN00458,2025-07-24,16:38,Google Pay Rewards,Credit,Credit,18,UPI,karthik@upi,Auto generated transaction
TXN00459,2025-07-24,15:42,Cafe Coffee Day,Food,Debit,439,UPI,karthik@upi,Auto generated transaction
TXN00460,2025-07-25,22:17,Uber,Travel,Debit,497,UPI,karthik@upi,Auto generated transaction
TXN00461,2025-07-25,12:14,Inox Movies,Entertainment,Debit,1273,UPI,karthik@upi,Auto generated transaction
TXN00462,2025-07-25,20:47,Uber,Travel,Debit,1835,UPI,karthik@upi,Auto generated transaction
TXN00463,2025-07-25,20:19,Swiggy,Food,Debit,2288,UPI,karthik@upi,Auto generated transaction
TXN00464,2025-07-26,16:25,Google Pay Rewards,Credit,Credit,40,UPI,karthik@upi,Auto generated transaction
TXN00465,2025-07-26,12:56,Uber,Travel,Debit,359,UPI,karthik@upi,Auto generated transaction
TXN00466,2025-07-26,12:23,Blinkit,Grocery,Debit,2108,UPI,karthik@upi,Auto generated transaction
TXN00467,2025-07-26,19:01,Uber,Travel,Debit,1460,UPI,karthik@upi,Auto generated transaction
TXN00468,2025-07-27,10:14,Amazon,Shopping,Debit,1164,UPI,karthik@upi,Auto generated transaction
TXN00469,2025-07-27,10:30,Inox Movies,Entertainment,Debit,740,UPI,karthik@upi,Auto generated transaction
TXN00470,2025-07-27,19:32,Hyderabad Metro,Travel,Debit,28,UPI,karthik@upi,Auto generated transaction
TXN00471,2025-07-28,21:57,Google Pay Rewards,Credit,Credit,21,UPI,karthik@upi,Auto generated transaction
TXN00472,2025-07-28,16:35,Cafe Coffee Day,Food,Debit,1581,UPI,karthik@upi,Auto generated transaction
TXN00473,2025-07-28,8:35,HP Petrol Pump,Fuel,Debit,1876,UPI,karthik@upi,Auto generated transaction
TXN00474,2025-07-29,18:10,Ola,Travel,Debit,2143,UPI,karthik@upi,Auto generated transaction
TXN00475,2025-07-29,19:12,DMart,Grocery,Debit,824,UPI,karthik@upi,Auto generated transaction
TXN00476,2025-07-29,19:07,Blinkit,Grocery,Debit,1307,UPI,karthik@upi,Auto generated transaction
TXN00477,2025-07-30,15:06,Ola,Travel,Debit,1572,UPI,karthik@upi,Auto generated transaction
TXN00478,2025-07-30,14:20,Swiggy,Food,Debit,737,UPI,karthik@upi,Auto generated transaction
TXN00479,2025-07-30,15:31,HP Petrol Pump,Fuel,Debit,299,UPI,karthik@upi,Auto generated transaction
TXN00480,2025-07-30,10:41,HP Petrol Pump,Fuel,Debit,1866,UPI,karthik@upi,Auto generated transaction
TXN00481,2025-07-31,22:11,Flipkart,Shopping,Debit,1923,UPI,karthik@upi,Auto generated transaction
TXN00482,2025-07-31,11:18,Inox Movies,Entertainment,Debit,188,UPI,karthik@upi,Auto generated transaction
TXN00483,2025-07-31,21:25,Amazon,Shopping,Debit,665,UPI,karthik@upi,Auto generated transaction
TXN00484,2025-08-01,17:48,Cafe Coffee Day,Food,Debit,1498,UPI,karthik@upi,Auto generated transaction
TXN00485,2025-08-01,15:01,Blinkit,Grocery,Debit,1141,UPI,karthik@upi,Auto generated transaction
TXN00486,2025-08-01,7:02,Uber,Travel,Debit,184,UPI,karthik@upi,Auto generated transaction
TXN00487,2025-08-02,16:15,Inox Movies,Entertainment,Debit,1779,UPI,karthik@upi,Auto generated transaction
TXN00488,2025-08-02,15:19,Blinkit,Grocery,Debit,329,UPI,karthik@upi,Auto generated transaction
TXN00489,2025-08-03,16:23,Ola,Travel,Debit,1375,UPI,karthik@upi,Auto generated transaction
TXN00490,2025-08-03,12:07,Google Pay Rewards,Credit,Credit,66,UPI,karthik@upi,Auto generated transaction
TXN00491,2025-08-04,10:58,HP Petrol Pump,Fuel,Debit,716,UPI,karthik@upi,Auto generated transaction
TXN00492,2025-08-04,23:43,Zomato,Food,Debit,2045,UPI,karthik@upi,Auto generated transaction
TXN00493,2025-08-05,11:46,Cafe Coffee Day,Food,Debit,2185,UPI,karthik@upi,Auto generated transaction
TXN00494,2025-08-05,17:35,DMart,Grocery,Debit,697,UPI,karthik@upi,Auto generated transaction
TXN00495,2025-08-05,12:21,Swiggy,Food,Debit,1419,UPI,karthik@upi,Auto generated transaction
TXN00496,2025-08-06,17:40,HP Petrol Pump,Fuel,Debit,2449,UPI,karthik@upi,Auto generated transaction
TXN00497,2025-08-06,12:40,Uber,Travel,Debit,250,UPI,karthik@upi,Auto generated transaction
TXN00498,2025-08-07,20:09,Inox Movies,Entertainment,Debit,779,UPI,karthik@upi,Auto generated transaction
TXN00499,2025-08-07,15:03,Swiggy,Food,Debit,1208,UPI,karthik@upi,Auto generated transaction
TXN00500,2025-08-07,15:32,HP Petrol Pump,Fuel,Debit,1890,UPI,karthik@upi,Auto generated transaction
TXN00501,2025-08-08,18:33,Zomato,Food,Debit,796,UPI,karthik@upi,Auto generated transaction
TXN00502,2025-08-08,23:59,HP Petrol Pump,Fuel,Debit,1303,UPI,karthik@upi,Auto generated transaction
TXN00503,2025-08-08,12:27,Zomato,Food,Debit,758,UPI,karthik@upi,Auto generated transaction
TXN00504,2025-08-08,20:06,Uber,Travel,Debit,1840,UPI,karthik@upi,Auto generated transaction
TXN00505,2025-08-09,22:54,HP Petrol Pump,Fuel,Debit,2420,UPI,karthik@upi,Auto generated transaction
TXN00506,2025-08-09,23:19,Swiggy,Food,Debit,1620,UPI,karthik@upi,Auto generated transaction
TXN00507,2025-08-10,12:08,Ola,Travel,Debit,1263,UPI,karthik@upi,Auto generated transaction
TXN00508,2025-08-10,17:37,DMart,Grocery,Debit,702,UPI,karthik@upi,Auto generated transaction
